month,hour,day_type,daylight_savings_status,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,carbon_intensity,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
1,14,2,0,0.8760833,0.0,0.0,0.0,148.90834,0.16907066,0.21,0.5,0.21,0.21,15.0,58.0,394.0,624.0,13.9,9.4,15.6,47.0,66.0,60.0,0.0,0.0,359.0,0.0,0.0,425.0
1,15,2,0,1.7442167,0.0,0.0,0.0,89.64167,0.17090334,0.21,0.21,0.21,0.21,15.0,60.0,339.0,724.0,13.3,7.2,15.0,49.0,80.0,65.0,0.0,0.0,334.0,0.0,0.0,617.0
1,16,2,0,1.10085,0.0,0.0,0.0,14.208333,0.17746201,0.5,0.21,0.21,0.5,16.1,58.0,190.0,594.0,12.8,7.2,15.0,51.0,80.0,60.0,0.0,0.0,169.0,0.0,0.0,422.0
1,17,2,0,2.84585,0.0,0.0,0.0,0.0,0.18509126,0.5,0.21,0.21,0.5,15.6,62.0,47.0,254.0,12.2,7.8,13.9,53.0,74.0,67.0,0.0,0.0,38.0,0.0,0.0,123.0
1,18,2,0,2.4071667,0.0,0.0,0.0,0.0,0.18308091,0.5,0.21,0.21,0.5,15.6,60.0,0.0,0.0,10.0,7.2,12.8,80.0,71.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,2,0,2.9711833,0.0,0.0,0.0,0.0,0.17758286,0.5,0.21,0.21,0.5,15.0,67.0,0.0,0.0,10.6,7.8,11.7,57.0,68.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,2,0,3.2403333,0.0,0.0,0.0,0.0,0.17214492,0.5,0.21,0.21,0.5,13.9,47.0,0.0,0.0,9.4,8.9,12.2,66.0,68.0,64.0,0.0,46.0,0.0,0.0,167.0,0.0
1,21,2,0,3.4053833,0.0,0.0,0.0,0.0,0.16177279,0.21,0.21,0.21,0.21,13.3,49.0,0.0,0.0,7.2,10.6,12.2,80.0,66.0,64.0,0.0,186.0,0.0,0.0,472.0,0.0
1,22,2,0,1.9053667,0.0,0.0,0.0,0.0,0.14954093,0.21,0.21,0.21,0.21,12.8,51.0,0.0,0.0,7.2,12.8,11.7,80.0,64.0,74.0,0.0,366.0,0.0,0.0,674.0,0.0
1,23,2,0,1.5268167,0.0,0.0,0.0,0.0,0.14758836,0.21,0.21,0.21,0.21,12.2,53.0,0.0,0.0,7.8,13.9,10.6,74.0,69.0,77.0,0.0,434.0,0.0,0.0,560.0,0.0
1,24,2,0,2.6255834,0.0,0.0,0.0,0.0,0.12683211,0.21,0.21,0.21,0.21,10.0,80.0,0.0,0.0,7.2,15.0,8.3,71.0,62.0,93.0,0.0,503.0,0.0,0.0,625.0,0.0
1,1,3,0,0.8695167,0.0,0.0,0.0,0.0,0.12801647,0.21,0.21,0.21,0.21,10.6,57.0,0.0,0.0,7.8,15.6,10.0,68.0,56.0,80.0,0.0,462.0,0.0,0.0,397.0,0.0
1,2,3,0,0.86225,0.0,0.0,0.0,0.0,0.11985434,0.21,0.21,0.21,0.21,9.4,66.0,0.0,0.0,8.9,15.6,8.9,68.0,60.0,83.0,46.0,359.0,0.0,167.0,425.0,0.0
1,3,3,0,0.8254667,0.0,0.0,0.0,0.0,0.12325758,0.21,0.21,0.21,0.21,7.2,80.0,0.0,0.0,10.6,15.0,8.3,66.0,65.0,86.0,186.0,334.0,0.0,472.0,617.0,0.0
1,4,3,0,0.81373334,0.0,0.0,0.0,0.0,0.12185629,0.21,0.21,0.5,0.21,7.2,80.0,0.0,0.0,12.8,15.0,8.3,64.0,60.0,86.0,366.0,169.0,0.0,674.0,422.0,0.0
1,5,3,0,0.80795,0.0,0.0,0.0,0.0,0.12780121,0.21,0.21,0.5,0.21,7.8,74.0,0.0,0.0,13.9,13.9,7.8,69.0,67.0,83.0,434.0,38.0,0.0,560.0,123.0,0.0
1,6,3,0,0.90253335,0.0,0.0,0.0,0.0,0.140366,0.21,0.21,0.5,0.21,7.2,71.0,0.0,0.0,15.0,12.8,7.8,62.0,69.0,86.0,503.0,0.0,0.0,625.0,0.0,0.0
1,7,3,0,1.78095,0.0,0.0,0.0,0.0,0.14803971,0.21,0.21,0.5,0.21,7.8,68.0,0.0,0.0,15.6,11.7,9.4,56.0,74.0,80.0,462.0,0.0,0.0,397.0,0.0,0.0
1,8,3,0,0.68843335,0.0,0.0,0.0,60.854168,0.14925279,0.21,0.21,0.5,0.21,8.9,68.0,46.0,167.0,15.6,12.2,8.3,60.0,64.0,89.0,359.0,0.0,37.0,425.0,0.0,49.0
1,9,3,0,0.5521,0.0,0.0,0.0,164.45,0.15001193,0.21,0.21,0.21,0.21,10.6,66.0,186.0,472.0,15.0,12.2,9.4,65.0,64.0,86.0,334.0,0.0,82.0,617.0,0.0,29.0
1,10,3,0,0.55425,0.0,0.0,0.0,299.9375,0.1478135,0.21,0.5,0.21,0.21,12.8,64.0,366.0,674.0,15.0,11.7,10.0,60.0,74.0,86.0,169.0,0.0,73.0,422.0,0.0,4.0
1,11,3,0,0.5595667,0.0,0.0,0.0,308.1375,0.1487132,0.21,0.5,0.21,0.21,13.9,69.0,434.0,560.0,13.9,10.6,11.7,67.0,77.0,80.0,38.0,0.0,396.0,123.0,0.0,385.0
1,12,3,0,0.667,0.0,0.0,0.0,303.8625,0.14442511,0.21,0.5,0.21,0.21,15.0,62.0,503.0,625.0,12.8,8.3,13.3,69.0,93.0,75.0,0.0,0.0,430.0,0.0,0.0,294.0
1,13,3,0,0.7307,0.0,0.0,0.0,73.425,0.14794955,0.21,0.5,0.21,0.21,15.6,56.0,462.0,397.0,11.7,10.0,13.3,74.0,80.0,69.0,0.0,0.0,258.0,0.0,0.0,0.0
1,14,3,0,0.65321666,0.0,0.0,0.0,38.733334,0.14422722,0.21,0.5,0.21,0.21,15.6,60.0,359.0,425.0,12.2,8.9,13.3,64.0,83.0,64.0,0.0,0.0,263.0,0.0,0.0,50.0
1,15,3,0,0.79968333,0.0,0.0,0.0,18.370832,0.14274171,0.21,0.21,0.21,0.21,15.0,65.0,334.0,617.0,12.2,8.3,13.3,64.0,86.0,72.0,0.0,0.0,110.0,0.0,0.0,34.0
1,16,3,0,1.7404333,0.0,0.0,0.0,0.0,0.15749341,0.5,0.21,0.21,0.5,15.0,60.0,169.0,422.0,11.7,8.3,11.1,74.0,86.0,86.0,0.0,0.0,50.0,0.0,0.0,8.0
1,17,3,0,3.983,0.0,0.0,0.0,0.0,0.16913746,0.5,0.21,0.21,0.5,13.9,67.0,38.0,123.0,10.6,7.8,10.6,77.0,83.0,90.0,0.0,0.0,14.0,0.0,0.0,2.0
1,18,3,0,2.4277167,0.0,0.0,0.0,0.0,0.17144404,0.5,0.21,0.21,0.5,12.8,69.0,0.0,0.0,8.3,7.8,10.6,93.0,86.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,3,0,2.4835835,0.0,0.0,0.0,0.0,0.16920799,0.5,0.21,0.21,0.5,11.7,74.0,0.0,0.0,10.0,9.4,10.6,80.0,80.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,3,0,2.412,0.0,0.0,0.0,0.0,0.16186526,0.5,0.21,0.21,0.5,12.2,64.0,0.0,0.0,8.9,8.3,10.0,83.0,89.0,96.0,0.0,37.0,0.0,0.0,49.0,0.0
1,21,3,0,1.3918,0.0,0.0,0.0,0.0,0.15427735,0.21,0.21,0.21,0.21,12.2,64.0,0.0,0.0,8.3,9.4,9.4,86.0,86.0,96.0,0.0,82.0,0.0,0.0,29.0,0.0
1,22,3,0,2.5918667,0.0,0.0,0.0,0.0,0.1393823,0.21,0.21,0.21,0.21,11.7,74.0,0.0,0.0,8.3,10.0,8.3,86.0,86.0,96.0,0.0,73.0,0.0,0.0,4.0,0.0
1,23,3,0,1.90085,0.0,0.0,0.0,0.0,0.13332617,0.21,0.21,0.21,0.21,10.6,77.0,0.0,0.0,7.8,11.7,8.3,83.0,80.0,96.0,0.0,396.0,0.0,0.0,385.0,0.0
1,24,3,0,1.3654333,0.0,0.0,0.0,0.0,0.1344691,0.21,0.21,0.21,0.21,8.3,93.0,0.0,0.0,7.8,13.3,11.1,86.0,75.0,90.0,0.0,430.0,0.0,0.0,294.0,0.0
1,1,4,0,3.0133834,0.0,0.0,0.0,0.0,0.12606354,0.21,0.21,0.21,0.21,10.0,80.0,0.0,0.0,9.4,13.3,8.3,80.0,69.0,96.0,0.0,258.0,0.0,0.0,0.0,0.0
1,2,4,0,1.1331667,0.0,0.0,0.0,0.0,0.1242091,0.21,0.21,0.21,0.21,8.9,83.0,0.0,0.0,8.3,13.3,8.3,89.0,64.0,100.0,37.0,263.0,0.0,49.0,50.0,0.0
1,3,4,0,0.72613335,0.0,0.0,0.0,0.0,0.12295853,0.21,0.21,0.21,0.21,8.3,86.0,0.0,0.0,9.4,13.3,8.3,86.0,72.0,96.0,82.0,110.0,0.0,29.0,34.0,0.0
1,4,4,0,0.55305,0.0,0.0,0.0,0.0,0.13321482,0.21,0.21,0.5,0.21,8.3,86.0,0.0,0.0,10.0,11.1,8.3,86.0,86.0,96.0,73.0,50.0,0.0,4.0,8.0,0.0
1,5,4,0,0.55146664,0.0,0.0,0.0,0.0,0.14438713,0.21,0.21,0.5,0.21,7.8,83.0,0.0,0.0,11.7,10.6,8.3,80.0,90.0,96.0,396.0,14.0,0.0,385.0,2.0,0.0
1,6,4,0,0.5646167,0.0,0.0,0.0,0.0,0.1585524,0.21,0.21,0.5,0.21,7.8,86.0,0.0,0.0,13.3,10.6,8.3,75.0,90.0,96.0,430.0,0.0,0.0,294.0,0.0,0.0
1,7,4,0,0.64491665,0.0,0.0,0.0,0.0,0.16801332,0.21,0.21,0.5,0.21,9.4,80.0,0.0,0.0,13.3,10.6,8.3,69.0,93.0,93.0,258.0,0.0,0.0,0.0,0.0,0.0
1,8,4,0,0.8949,0.0,0.0,0.0,18.825,0.17245486,0.21,0.21,0.5,0.21,8.3,89.0,37.0,49.0,13.3,10.0,8.3,64.0,96.0,93.0,263.0,0.0,13.0,50.0,0.0,2.0
1,9,4,0,1.6243875,0.0,0.0,0.0,56.834373,0.17334852,0.21,0.21,0.21,0.21,9.4,86.0,82.0,29.0,13.3,9.4,8.3,72.0,96.0,96.0,110.0,0.0,58.0,34.0,0.0,7.0
1,10,4,0,1.7530833,0.0,0.0,0.0,101.11667,0.17067246,0.21,0.5,0.21,0.21,10.0,86.0,73.0,4.0,11.1,8.3,8.3,86.0,96.0,100.0,50.0,0.0,92.0,8.0,0.0,7.0
1,11,4,0,1.1000167,0.0,0.0,0.0,100.69583,0.17067476,0.21,0.5,0.21,0.21,11.7,80.0,396.0,385.0,10.6,8.3,8.9,90.0,96.0,100.0,14.0,0.0,171.0,2.0,0.0,75.0
1,12,4,0,0.74261665,0.0,0.0,0.0,84.59167,0.17002423,0.21,0.5,0.21,0.21,13.3,75.0,430.0,294.0,10.6,11.1,10.6,90.0,90.0,96.0,0.0,0.0,329.0,0.0,0.0,71.0
1,13,4,0,0.7751833,0.0,0.0,0.0,89.64167,0.17154099,0.21,0.5,0.21,0.21,13.3,69.0,258.0,0.0,10.6,8.3,10.6,93.0,96.0,96.0,0.0,0.0,102.0,0.0,0.0,6.0
1,14,4,0,0.8236333,0.0,0.0,0.0,23.183332,0.17562437,0.21,0.5,0.21,0.21,13.3,64.0,263.0,50.0,10.0,8.3,10.6,96.0,100.0,96.0,0.0,0.0,260.0,0.0,0.0,1.0
1,15,4,0,0.66215,0.0,0.0,0.0,4.608333,0.17952634,0.21,0.21,0.21,0.21,13.3,72.0,110.0,34.0,9.4,8.3,11.1,96.0,96.0,96.0,0.0,0.0,110.0,0.0,0.0,5.0
1,16,4,0,0.6509,0.0,0.0,0.0,0.0,0.19242916,0.5,0.21,0.21,0.5,11.1,86.0,50.0,8.0,8.3,8.3,11.1,96.0,96.0,90.0,0.0,0.0,51.0,0.0,0.0,1.0
1,17,4,0,3.79135,0.0,0.0,0.0,0.0,0.20451567,0.5,0.21,0.21,0.5,10.6,90.0,14.0,2.0,8.3,8.3,11.1,96.0,96.0,93.0,0.0,0.0,14.0,0.0,0.0,1.0
1,18,4,0,2.5937,0.0,0.0,0.0,0.0,0.19438007,0.5,0.21,0.21,0.5,10.6,90.0,0.0,0.0,11.1,8.3,11.1,90.0,96.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,4,0,1.6860167,0.0,0.0,0.0,0.0,0.19566482,0.5,0.21,0.21,0.5,10.6,93.0,0.0,0.0,8.3,8.3,10.6,96.0,93.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,4,0,1.82065,0.0,0.0,0.0,0.0,0.1944953,0.5,0.21,0.21,0.5,10.0,96.0,0.0,0.0,8.3,8.3,10.6,100.0,93.0,96.0,0.0,13.0,0.0,0.0,2.0,0.0
1,21,4,0,1.9579667,0.0,0.0,0.0,0.0,0.19285388,0.21,0.21,0.21,0.21,9.4,96.0,0.0,0.0,8.3,8.3,11.1,96.0,96.0,93.0,0.0,58.0,0.0,0.0,7.0,0.0
1,22,4,0,0.9963167,0.0,0.0,0.0,0.0,0.18002589,0.21,0.21,0.21,0.21,8.3,96.0,0.0,0.0,8.3,8.3,11.1,96.0,100.0,93.0,0.0,92.0,0.0,0.0,7.0,0.0
1,23,4,0,2.6102834,0.0,0.0,0.0,0.0,0.17186072,0.21,0.21,0.21,0.21,8.3,96.0,0.0,0.0,8.3,8.9,11.1,96.0,100.0,93.0,0.0,171.0,0.0,0.0,75.0,0.0
1,24,4,0,1.0515833,0.0,0.0,0.0,0.0,0.16683432,0.21,0.21,0.21,0.21,11.1,90.0,0.0,0.0,8.3,10.6,11.1,96.0,96.0,61.0,0.0,329.0,0.0,0.0,71.0,0.0
1,1,5,0,0.9928,0.0,0.0,0.0,0.0,0.16075365,0.21,0.21,0.21,0.21,8.3,96.0,0.0,0.0,8.3,10.6,10.6,93.0,96.0,96.0,0.0,102.0,0.0,0.0,6.0,0.0
1,2,5,0,0.5563,0.0,0.0,0.0,0.0,0.16176032,0.21,0.21,0.21,0.21,8.3,100.0,0.0,0.0,8.3,10.6,10.6,93.0,96.0,96.0,13.0,260.0,0.0,2.0,1.0,0.0
1,3,5,0,0.39371666,0.0,0.0,0.0,0.0,0.16091166,0.21,0.21,0.21,0.21,8.3,96.0,0.0,0.0,8.3,11.1,10.6,96.0,96.0,100.0,58.0,110.0,0.0,7.0,5.0,0.0
1,4,5,0,0.3909,0.0,0.0,0.0,0.0,0.16129404,0.21,0.21,0.5,0.21,8.3,96.0,0.0,0.0,8.3,11.1,10.6,100.0,90.0,100.0,92.0,51.0,0.0,7.0,1.0,0.0
1,5,5,0,0.38846666,0.0,0.0,0.0,0.0,0.171654,0.21,0.21,0.5,0.21,8.3,96.0,0.0,0.0,8.9,11.1,10.6,100.0,93.0,100.0,171.0,14.0,0.0,75.0,1.0,0.0
1,6,5,0,0.38856667,0.0,0.0,0.0,0.0,0.17997442,0.21,0.21,0.5,0.21,8.3,96.0,0.0,0.0,10.6,11.1,10.6,96.0,93.0,100.0,329.0,0.0,0.0,71.0,0.0,0.0
1,7,5,0,0.33945,0.0,0.0,0.0,0.0,0.18874422,0.21,0.21,0.5,0.21,8.3,93.0,0.0,0.0,10.6,10.6,11.1,96.0,96.0,96.0,102.0,0.0,0.0,6.0,0.0,0.0
1,8,5,0,0.30776668,0.0,0.0,0.0,50.7,0.18942465,0.21,0.21,0.5,0.21,8.3,93.0,13.0,2.0,10.6,10.6,11.1,96.0,96.0,96.0,260.0,0.0,32.0,1.0,0.0,1.0
1,9,5,0,0.40785,0.0,0.0,0.0,163.0625,0.19411257,0.21,0.21,0.21,0.21,8.3,96.0,58.0,7.0,11.1,11.1,11.1,96.0,93.0,100.0,110.0,0.0,118.0,5.0,0.0,0.0
1,10,5,0,0.68825,0.0,0.0,0.0,290.52084,0.18635884,0.21,0.5,0.21,0.21,8.3,100.0,92.0,7.0,11.1,11.1,11.1,90.0,93.0,100.0,51.0,0.0,175.0,1.0,0.0,1.0
1,11,5,0,0.6083222,0.0,0.0,0.0,177.06805,0.18600869,0.21,0.5,0.21,0.21,8.9,100.0,171.0,75.0,11.1,11.1,11.7,93.0,93.0,93.0,14.0,0.0,233.0,1.0,0.0,1.0
1,12,5,0,0.3141,0.0,0.0,0.0,413.33334,0.18077257,0.21,0.5,0.21,0.21,10.6,96.0,329.0,71.0,11.1,11.1,11.1,93.0,61.0,96.0,0.0,0.0,169.0,0.0,0.0,0.0
1,13,5,0,0.35386667,0.0,0.0,0.0,477.7875,0.18031356,0.21,0.5,0.21,0.21,10.6,96.0,102.0,6.0,10.6,10.6,11.1,96.0,96.0,90.0,0.0,0.0,170.0,0.0,0.0,1.0
1,14,5,0,0.47485,0.0,0.0,0.0,432.85,0.17529267,0.21,0.5,0.21,0.21,10.6,96.0,260.0,1.0,10.6,10.6,10.0,96.0,96.0,96.0,0.0,0.0,224.0,0.0,0.0,1.0
1,15,5,0,0.35475,0.0,0.0,0.0,322.35834,0.17904928,0.21,0.21,0.21,0.21,11.1,96.0,110.0,5.0,11.1,10.6,10.0,93.0,100.0,93.0,0.0,0.0,190.0,0.0,0.0,1.0
1,16,5,0,0.71073335,0.0,0.0,0.0,101.7125,0.19228908,0.5,0.21,0.21,0.5,11.1,90.0,51.0,1.0,11.1,10.6,11.1,93.0,100.0,83.0,0.0,0.0,101.0,0.0,0.0,0.0
1,17,5,0,3.8215334,0.0,0.0,0.0,0.0,0.19924252,0.5,0.21,0.21,0.5,11.1,93.0,14.0,1.0,11.1,10.6,11.1,93.0,100.0,83.0,0.0,0.0,17.0,0.0,0.0,0.0
1,18,5,0,2.8610168,0.0,0.0,0.0,0.0,0.2000289,0.5,0.21,0.21,0.5,11.1,93.0,0.0,0.0,11.1,10.6,10.6,61.0,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,5,0,2.29845,0.0,0.0,0.0,0.0,0.1961769,0.5,0.21,0.21,0.5,10.6,96.0,0.0,0.0,10.6,11.1,10.6,96.0,96.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,5,0,1.6177666,0.0,0.0,0.0,0.0,0.1925581,0.5,0.21,0.21,0.5,10.6,96.0,0.0,0.0,10.6,11.1,10.6,96.0,96.0,80.0,0.0,32.0,0.0,0.0,1.0,0.0
1,21,5,0,0.83168334,0.0,0.0,0.0,0.0,0.18716358,0.21,0.21,0.21,0.21,11.1,93.0,0.0,0.0,10.6,11.1,10.6,100.0,100.0,77.0,0.0,118.0,0.0,0.0,0.0,0.0
1,22,5,0,1.3203666,0.0,0.0,0.0,0.0,0.17629924,0.21,0.21,0.21,0.21,11.1,93.0,0.0,0.0,10.6,11.1,10.6,100.0,100.0,69.0,0.0,175.0,0.0,0.0,1.0,0.0
1,23,5,0,0.90168333,0.0,0.0,0.0,0.0,0.17005357,0.21,0.21,0.21,0.21,11.1,93.0,0.0,0.0,10.6,11.7,11.1,100.0,93.0,61.0,0.0,233.0,0.0,0.0,1.0,0.0
1,24,5,0,0.39231667,0.0,0.0,0.0,0.0,0.17369725,0.21,0.21,0.21,0.21,11.1,61.0,0.0,0.0,10.6,11.1,9.4,100.0,96.0,66.0,0.0,169.0,0.0,0.0,0.0,0.0
1,1,6,0,0.38335,0.0,0.0,0.0,0.0,0.16811664,0.21,0.21,0.21,0.21,10.6,96.0,0.0,0.0,11.1,11.1,10.6,96.0,90.0,66.0,0.0,170.0,0.0,0.0,1.0,0.0
1,2,6,0,0.38406667,0.0,0.0,0.0,0.0,0.16517422,0.21,0.21,0.21,0.21,10.6,96.0,0.0,0.0,11.1,10.0,9.4,96.0,96.0,80.0,32.0,224.0,0.0,1.0,1.0,0.0
1,3,6,0,0.38455,0.0,0.0,0.0,0.0,0.16382709,0.21,0.21,0.21,0.21,10.6,100.0,0.0,0.0,11.1,10.0,7.2,100.0,93.0,93.0,118.0,190.0,0.0,0.0,1.0,0.0
1,4,6,0,0.38348332,0.0,0.0,0.0,0.0,0.15904123,0.21,0.21,0.5,0.21,10.6,100.0,0.0,0.0,11.1,11.1,6.7,100.0,83.0,93.0,175.0,101.0,0.0,1.0,0.0,0.0
1,5,6,0,0.3819,0.0,0.0,0.0,0.0,0.16107701,0.21,0.21,0.5,0.21,10.6,100.0,0.0,0.0,11.7,11.1,6.7,93.0,83.0,96.0,233.0,17.0,0.0,1.0,0.0,0.0
1,6,6,0,0.38145,0.0,0.0,0.0,0.0,0.17373715,0.21,0.21,0.5,0.21,10.6,100.0,0.0,0.0,11.1,10.6,5.6,96.0,83.0,93.0,169.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0,0.35698333,0.0,0.0,0.0,0.0,0.1804494,0.21,0.21,0.5,0.21,11.1,96.0,0.0,0.0,11.1,10.6,5.6,90.0,83.0,100.0,170.0,0.0,0.0,1.0,0.0,0.0
1,8,6,0,1.2497166,0.0,0.0,0.0,47.891666,0.18581687,0.21,0.21,0.5,0.21,11.1,96.0,32.0,1.0,10.0,10.6,6.7,96.0,80.0,100.0,224.0,0.0,40.0,1.0,0.0,63.0
1,9,6,0,0.38111666,0.0,0.0,0.0,112.175,0.19222286,0.21,0.21,0.21,0.21,11.1,100.0,118.0,0.0,10.0,10.6,9.4,93.0,77.0,93.0,190.0,0.0,171.0,1.0,0.0,348.0
1,10,6,0,1.1825917,0.0,0.0,0.0,162.02708,0.18305461,0.21,0.5,0.21,0.21,11.1,100.0,175.0,1.0,11.1,10.6,11.7,83.0,69.0,83.0,101.0,0.0,331.0,0.0,0.0,540.0
1,11,6,0,0.8197167,0.0,0.0,0.0,263.9,0.18453306,0.21,0.5,0.21,0.21,11.7,93.0,233.0,1.0,11.1,11.1,14.4,83.0,61.0,51.0,17.0,0.0,458.0,0.0,0.0,641.0
1,12,6,0,0.92183334,0.0,0.0,0.0,327.57916,0.18717115,0.21,0.5,0.21,0.21,11.1,96.0,169.0,0.0,10.6,9.4,15.0,83.0,66.0,58.0,0.0,0.0,519.0,0.0,0.0,670.0
1,13,6,0,1.33185,0.0,0.0,0.0,328.8,0.18626782,0.21,0.5,0.21,0.21,11.1,90.0,170.0,1.0,10.6,10.6,15.0,83.0,66.0,54.0,0.0,0.0,520.0,0.0,0.0,674.0
1,14,6,0,1.12705,0.0,0.0,0.0,294.14584,0.18835466,0.21,0.5,0.21,0.21,10.0,96.0,224.0,1.0,10.6,9.4,15.0,80.0,80.0,60.0,0.0,0.0,453.0,0.0,0.0,632.0
1,15,6,0,0.94585,0.0,0.0,0.0,160.37083,0.18104084,0.21,0.21,0.21,0.21,10.0,93.0,190.0,1.0,10.6,7.2,15.6,77.0,93.0,58.0,0.0,0.0,332.0,0.0,0.0,545.0
1,16,6,0,1.01275,0.0,0.0,0.0,21.5125,0.1825351,0.5,0.21,0.21,0.5,11.1,83.0,101.0,0.0,10.6,6.7,15.6,69.0,93.0,58.0,0.0,0.0,173.0,0.0,0.0,364.0
1,17,6,0,0.9957,0.0,0.0,0.0,0.0,0.18756688,0.5,0.21,0.21,0.5,11.1,83.0,17.0,0.0,11.1,6.7,15.0,61.0,96.0,56.0,0.0,0.0,40.0,0.0,0.0,64.0
1,18,6,0,0.7585667,0.0,0.0,0.0,0.0,0.19104666,0.5,0.21,0.21,0.5,10.6,83.0,0.0,0.0,9.4,5.6,13.3,66.0,93.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,6,0,2.9981334,0.0,0.0,0.0,0.0,0.18659475,0.5,0.21,0.21,0.5,10.6,83.0,0.0,0.0,10.6,5.6,13.3,66.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,6,0,1.4841334,0.0,0.0,0.0,0.0,0.18359998,0.5,0.21,0.21,0.5,10.6,80.0,0.0,0.0,9.4,6.7,12.8,80.0,100.0,40.0,0.0,40.0,0.0,0.0,63.0,0.0
1,21,6,0,1.6762667,0.0,0.0,0.0,0.0,0.1732801,0.21,0.21,0.21,0.21,10.6,77.0,0.0,0.0,7.2,9.4,11.7,93.0,93.0,41.0,0.0,171.0,0.0,0.0,348.0,0.0
1,22,6,0,2.0034332,0.0,0.0,0.0,0.0,0.16849642,0.21,0.21,0.21,0.21,10.6,69.0,0.0,0.0,6.7,11.7,9.4,93.0,83.0,56.0,0.0,331.0,0.0,0.0,540.0,0.0
1,23,6,0,1.0529,0.0,0.0,0.0,0.0,0.17829983,0.21,0.21,0.21,0.21,11.1,61.0,0.0,0.0,6.7,14.4,9.4,96.0,51.0,59.0,0.0,458.0,0.0,0.0,641.0,0.0
1,24,6,0,1.782,0.0,0.0,0.0,0.0,0.16283375,0.21,0.21,0.21,0.21,9.4,66.0,0.0,0.0,5.6,15.0,10.0,93.0,58.0,57.0,0.0,519.0,0.0,0.0,670.0,0.0
1,1,7,0,1.9891334,0.0,0.0,0.0,0.0,0.1577536,0.21,0.21,0.21,0.21,10.6,66.0,0.0,0.0,5.6,15.0,8.3,100.0,54.0,68.0,0.0,520.0,0.0,0.0,674.0,0.0
1,2,7,0,0.7909,0.0,0.0,0.0,0.0,0.1566817,0.21,0.21,0.21,0.21,9.4,80.0,0.0,0.0,6.7,15.0,7.8,100.0,60.0,68.0,40.0,453.0,0.0,63.0,632.0,0.0
1,3,7,0,0.40835,0.0,0.0,0.0,0.0,0.15620309,0.21,0.21,0.21,0.21,7.2,93.0,0.0,0.0,9.4,15.6,7.8,93.0,58.0,68.0,171.0,332.0,0.0,348.0,545.0,0.0
1,4,7,0,0.40331668,0.0,0.0,0.0,0.0,0.15436155,0.21,0.21,0.5,0.21,6.7,93.0,0.0,0.0,11.7,15.6,7.8,83.0,58.0,68.0,331.0,173.0,0.0,540.0,364.0,0.0
1,5,7,0,0.39345,0.0,0.0,0.0,0.0,0.15625569,0.21,0.21,0.5,0.21,6.7,96.0,0.0,0.0,14.4,15.0,6.1,51.0,56.0,76.0,458.0,40.0,0.0,641.0,64.0,0.0
1,6,7,0,0.39576668,0.0,0.0,0.0,0.0,0.15931271,0.21,0.21,0.5,0.21,5.6,93.0,0.0,0.0,15.0,13.3,7.2,58.0,67.0,68.0,519.0,0.0,0.0,670.0,0.0,0.0
1,7,7,0,0.30751666,0.0,0.0,0.0,0.0,0.15878499,0.21,0.21,0.5,0.21,5.6,100.0,0.0,0.0,15.0,13.3,7.2,54.0,40.0,68.0,520.0,0.0,0.0,674.0,0.0,0.0
1,8,7,0,0.39885,0.0,0.0,0.0,69.7875,0.1626413,0.21,0.21,0.5,0.21,6.7,100.0,40.0,63.0,15.0,12.8,7.8,60.0,40.0,68.0,453.0,0.0,53.0,632.0,0.0,275.0
1,9,7,0,0.39166668,0.0,0.0,0.0,159.22917,0.17250735,0.21,0.21,0.21,0.21,9.4,93.0,171.0,348.0,15.6,11.7,10.6,58.0,41.0,57.0,332.0,0.0,214.0,545.0,0.0,641.0
1,10,7,0,0.50878334,0.0,0.0,0.0,291.375,0.17718863,0.21,0.5,0.21,0.21,11.7,83.0,331.0,540.0,15.6,9.4,12.8,58.0,56.0,55.0,173.0,0.0,378.0,364.0,0.0,784.0
